SURFACE_TY,CONDITION,WIDTH,the_geom,CANOPY,PMAID,TRAIL_NUM,TRAIL_ID,PMA_NAME,SHAPE_LENG,GRADE_TYPE,DISTRICT,GRADE_PERC,TRAIL_CLAS,SHAPE_LE_1,DATE_TIME,PICTURES,FIELD_NOTE,GIS_LENGTH,GIS_EDT_DT,AMWOID,SHAPE_LEN
Gravel,Good,2,"MULTILINESTRING ((-122.31735734018073 47.72709538954294, -122.3171958781809 47.72699238840345, -122.31703966860208 47.72692554110874, -122.3169152715841 47.72691163774391, -122.31678906755437 47.72692328929936))",Open,327,10,327-10,JACKSON PARK,127.98711799,Gradual,NE,3,1,127.98711799,11/02/2016 12:00:00 AM +0000,-,-,162.59677848,02/16/2017 12:00:00 AM +0000,TRAIL-2001,0
Concrete,Eroded,3,"MULTILINESTRING ((-122.30815003538572 47.70151083402153, -122.30803383740886 47.701468475609715, -122.30799579709065 47.701429375478966, -122.30796467298246 47.701341399692645, -122.30795429698554 47.7013027647922, -122.30792109886899 47.70127250892903, -122.30788374886185 47.701267388494045))",Open,416,8,416-8,THORNTON CREEK NA: 25TH/95TH,120.01473893,Gradual,NE,3,1,120.01473893,11/03/2016 12:00:00 AM +0000,-,trail covered in soil and leaf litter.,120.01497895,02/08/2017 12:00:00 AM +0000,TRAIL-7302,0
Concrete,Good,3,"MULTILINESTRING ((-122.29340724898478 47.70659748633769, -122.29336576699595 47.70658982500144, -122.29321044510812 47.706533376418854, -122.29315937698382 47.70650126171125))",Open,352,13,352-13,MEADOWBROOK PLAYFIELD,71.20646948,Gradual,NE,3,1,71.20646948,11/02/2016 12:00:00 AM +0000,-,-,71.20661189,02/08/2017 12:00:00 AM +0000,TRAIL-5401,0
Soil,Good,1,"MULTILINESTRING ((-122.29147398976093 47.70503348659437, -122.2915802125286 47.70506747743734, -122.29171252075095 47.70511190082782, -122.29179823468624 47.7051851531098, -122.29188229120557 47.70522552562798, -122.29196521173253 47.70524893365439, -122.29210083240389 47.70523460391194, -122.29223970552484 47.705270354253315, -122.29235304446331 47.705336547901254))",Open,352,15,352-15,MEADOWBROOK PLAYFIELD,167.07923779,Moderate,NE,5,2,167.07923779,11/02/2016 12:00:00 AM +0000,-,-,254.20430831,02/20/2017 12:00:00 AM +0000,TRAIL-5403,0
Soil,Overgrown,1,"MULTILINESTRING ((-122.31871254005632 47.725664264583884, -122.31870636060768 47.72566842116106, -122.31867345006064 47.72569251110759, -122.31866610063236 47.72572027134742, -122.31867473050661 47.725776880561526, -122.31866035041547 47.7258092906481, -122.3186432301569 47.72583470064554, -122.31858183066635 47.72588766095411, -122.31854613022792 47.72590367099996, -122.31851242688862 47.72592629497722, -122.31846097185937 47.725950908839394))",Open,372,8,372-8,JACKSON PARK,130.02731847,Gradual,NE,3,2,130.02731847,11/02/2016 12:00:00 AM +0000,-,-,129.96671829,02/16/2017 12:00:00 AM +0000,TRAIL-2001,0
Soil,Good,2,"MULTILINESTRING ((-122.25874199709607 47.68230028519347, -122.2586426493467 47.68236003632021, -122.25857013908876 47.682373128232186, -122.25852132221841 47.682379662614274, -122.25846451298348 47.68237572316455, -122.25836139938569 47.68238016761828, -122.25832260036024 47.68237956793113, -122.25829574899704 47.68237754859988, -122.25820268416845 47.68237831746559, -122.25812531973143 47.68240157307818, -122.25807307728613 47.68242732664169))",Open,398,219,398-219,WARREN G. MAGNUSON PARK,178.96890165,Flat,NE,0,1,178.96890165,10/27/2016 12:00:00 AM +0000,-,-,178.96925959,02/08/2017 12:00:00 AM +0000,TRAIL-7822,0
Asphalt,Good,3,"MULTILINESTRING ((-122.27536271594968 47.696897015519426, -122.27541336617004 47.69681425810844))",Open,347,14,347-14,MATTHEWS BEACH PARK,32.66246104,Moderate,NE,5,1,32.66246104,11/02/2016 12:00:00 AM +0000,-,contains wood stairs.,32.66252636,02/08/2017 12:00:00 AM +0000,TRAIL-5303,0
Gravel,Good,8,"MULTILINESTRING ((-122.31283613542853 47.67243301434606, -122.31292645340096 47.67245047661883, -122.31302242966807 47.672452745724485, -122.31311741785815 47.6724560504308, -122.31321718838568 47.672449185910516, -122.31330478974708 47.672424657382514, -122.31338702756405 47.672372304517474, -122.31345409266342 47.67232160427472, -122.31349412225546 47.67228398102093, -122.31353747132209 47.672255913373014, -122.31361197969188 47.67223489314068, -122.31370683696387 47.67223366056112))",Open,483,4,483-4,COWEN PARK,245.91586597,Gradual,NE,3,1,245.91586597,10/31/2016 12:00:00 AM +0000,-,-,245.9163578,02/20/2017 12:00:00 AM +0000,TRAIL-1802,0
Gravel,Good,8,"MULTILINESTRING ((-122.31268466763316 47.67226007629267, -122.31262872196409 47.67229500920883, -122.31258057420172 47.6722794397698, -122.31247666793719 47.67226583752269, -122.31239112655062 47.6722557202041, -122.31228823928014 47.67227792308841, -122.31224159318765 47.672332767408285, -122.31223093542593 47.672404197376984, -122.31224204225836 47.67245559405875, -122.31232928788114 47.672579177690004, -122.31240901885451 47.6726169603757, -122.31249849450761 47.672640434267585, -122.31273723181619 47.67264855864032, -122.31275245719425 47.672648617311346, -122.3127619000555 47.672677286433654))",Open,483,23,483-23,COWEN PARK,344.69973084,Gradual,NE,3,1,344.69973084,10/31/2016 12:00:00 AM +0000,-,-,345.15449442,02/20/2017 12:00:00 AM +0000,TRAIL-1802,0
Gravel,Worn,3,"MULTILINESTRING ((-122.31276424706438 47.67267673148758, -122.31262226537743 47.672674430719496, -122.31253728163753 47.672683931067375, -122.31248933852551 47.67269320682113, -122.3121461742677 47.67274247637422))",Open,483,24,483-24,COWEN PARK,154.3617306,Gradual,NE,5,1,154.3617306,10/31/2016 12:00:00 AM +0000,-,-,154.93457531,02/20/2017 12:00:00 AM +0000,TRAIL-1802,0
Gravel,Good,3,"MULTILINESTRING ((-122.31319753553737 47.67127771182157, -122.3132206314858 47.67126905629698, -122.31330072173368 47.671266088914926, -122.3133928011672 47.6712741477638, -122.31348668244856 47.67129220739007, -122.31354002019924 47.671311949726636))",Open,483,1,483-1,COWEN PARK,88.18074192,Gradual,NE,3,1,88.18074192,10/31/2016 12:00:00 AM +0000,-,-,88.18091828,02/20/2017 12:00:00 AM +0000,TRAIL-1802,0
Soil,Good,1,"MULTILINESTRING ((-122.30998144334986 47.67251036559194, -122.30993929999808 47.67253378418623, -122.30989360812497 47.67254945731305, -122.30986242956219 47.67257861715379, -122.30984014606767 47.67262050440439))",Low,391,111,391-111,RAVENNA PARK,52.23670717,Gradual,NE,3,2,52.23670717,10/31/2016 12:00:00 AM +0000,-,-,55.42683333,02/20/2017 12:00:00 AM +0000,TRAIL-6403,0
Gravel,Worn,5,"MULTILINESTRING ((-122.30772894555447 47.67158657293575, -122.30820520190953 47.67170349781088, -122.30858429154974 47.67186537803337, -122.3088173725414 47.67201393951157, -122.30895492967825 47.672122565840894, -122.30899340127421 47.67215492813587, -122.30901758812443 47.672166783737715, -122.30903098973732 47.67217415149461))",High,391,29,391-29,RAVENNA PARK,393.2039562,Gradual,NE,5,1,393.2039562,10/31/2016 12:00:00 AM +0000,-,-,393.2047426,02/08/2017 12:00:00 AM +0000,TRAIL-1801,0
Gravel,Good,5,"MULTILINESTRING ((-122.30715802791029 47.67179990859922, -122.3072266124499 47.67180279062095, -122.30726790612353 47.671809409991404, -122.30744487566005 47.671786941279976, -122.30750698222127 47.671776028819814, -122.30765497823785 47.67175179274846, -122.30772637612777 47.67176436184131, -122.30777267012925 47.67175052597054, -122.30786979368538 47.671757707162044))",High,391,74,391-74,RAVENNA PARK,179.80348156,Flat,NE,0,1,179.80348156,10/31/2016 12:00:00 AM +0000,-,-,179.80384117,02/08/2017 12:00:00 AM +0000,TRAIL-6401,0
Gravel,Worn,5,"MULTILINESTRING ((-122.30591633982978 47.67183721598652, -122.30615206150875 47.671756965086416, -122.3061760931868 47.67174551554789, -122.30675184118692 47.67157710508573))",High,391,22,391-22,RAVENNA PARK,226.8627971,Flat,NE,1,1,226.8627971,10/31/2016 12:00:00 AM +0000,-,-,226.86325083,02/08/2017 12:00:00 AM +0000,TRAIL-6403,0
Stairs,Worn,4,"MULTILINESTRING ((-122.3023047335755 47.669154544142266, -122.30254977878003 47.66915366897469))",Low,391,99,391-99,RAVENNA PARK,60.37702148,Steep,NE,9,1,60.37702148,10/31/2016 12:00:00 AM +0000,-,-,60.37714224,02/08/2017 12:00:00 AM +0000,TRAIL-6404,0
Asphalt,Good,5,"MULTILINESTRING ((-122.30187057141933 47.66858966642325, -122.30206222138305 47.668533483241916, -122.30226192816869 47.668504956577145, -122.30239382487406 47.66853980372942, -122.30246267754649 47.66858786298364, -122.30249323834904 47.66869688982042, -122.30245654896487 47.66879227252689, -122.30251001258584 47.66887805700978, -122.3025583671747 47.669207221110085))",Low,391,94,391-94,RAVENNA PARK,388.62950104,Moderate,NE,6,1,388.62950104,10/31/2016 12:00:00 AM +0000,-,-,392.09340777,02/20/2017 12:00:00 AM +0000,TRAIL-6404,0
Gravel,Worn,4,"MULTILINESTRING ((-122.30348694822804 47.66913800408291, -122.30322966107019 47.66914787599513))",Open,391,101,391-101,RAVENNA PARK,63.49465171,Steep,NE,9,1,63.49465171,10/31/2016 12:00:00 AM +0000,-,-,63.4947787,02/08/2017 12:00:00 AM +0000,TRAIL-6406,0
Gravel,Eroded,8,"MULTILINESTRING ((-122.39742455506067 47.528538821435085, -122.39736829856854 47.52850232093072, -122.39734464491771 47.52848983592936, -122.39730324213555 47.528459258240744, -122.39724873086512 47.52843031748029, -122.39721478925914 47.52841227586086, -122.3971656180461 47.52839264372561, -122.39712053696071 47.5283575321244, -122.39710562944376 47.52834981074109, -122.39707575745297 47.528315603506485, -122.3969979018157 47.52825073722187, -122.3969001215526 47.52817959045426, -122.39684170706307 47.52812178213168, -122.39682467095858 47.528110534695884, -122.39677357022526 47.528077176408594, -122.39671771516446 47.528037200223395, -122.39667982706317 47.52800567342759, -122.39665760784037 47.527990383315306))",Open,460,16,460-16,LINCOLN PARK,277.40938353,Gradual,SW,4,1,277.40938353,10/28/2016 12:00:00 AM +0000,-,storm water runoff erosion; high canopy in spots,277.40993835,02/08/2017 12:00:00 AM +0000,TRAIL-4336,0
Concrete,Good,8,"MULTILINESTRING ((-122.39510438470491 47.52722631887594, -122.39507823634625 47.52721498234691, -122.39501401626319 47.52719971244429, -122.3949055286651 47.527176396629066))",Open,460,95,460-95,LINCOLN PARK,52.60587778,Flat,SW,5,1,52.60587778,10/28/2016 12:00:00 AM +0000,-,-,52.60598299,02/08/2017 12:00:00 AM +0000,TRAIL-4345,0
Concrete,Good,6,"MULTILINESTRING ((-122.39579035107778 47.527387065547444, -122.39570231480575 47.527404514511474, -122.39562018558647 47.52739955982448, -122.39548453708936 47.527364922064244, -122.39530605390283 47.52730255206073, -122.39512028019678 47.52723325595415, -122.39510438470491 47.52722631887594))",Low,460,94,460-94,LINCOLN PARK,185.53748058,Steep,SW,8,1,185.53748058,10/28/2016 12:00:00 AM +0000,-,steel railing,185.53785165,02/08/2017 12:00:00 AM +0000,TRAIL-4345,0
Gravel,Worn,5,"MULTILINESTRING ((-122.31187937607562 47.672782483775826, -122.31174731418696 47.67277807404901, -122.31164815033121 47.67275305472611, -122.311583274031 47.672737872861106, -122.31151744747325 47.67272510342547))",Low,391,47,391-47,RAVENNA PARK,92.44507072,Gradual,NE,5,1,92.44507072,10/31/2016 12:00:00 AM +0000,-,-,92.44525561,02/08/2017 12:00:00 AM +0000,TRAIL-6402,0
Soil,Good,5,"MULTILINESTRING ((-122.31059111352371 47.672931456163376, -122.3106013219088 47.67280866228832, -122.31063232047897 47.67270303488718, -122.3106829710297 47.67259252868429, -122.31068968457959 47.67257873260306))",High,391,82,391-82,RAVENNA PARK,131.63396318,Gradual,NE,3,1,131.63396318,10/31/2016 12:00:00 AM +0000,-,-,131.63422644,02/08/2017 12:00:00 AM +0000,TRAIL-6403,0
Gravel,Good,8,"MULTILINESTRING ((-122.24879554238306 47.685189834597864, -122.24961744715769 47.68364957477313, -122.24966405458068 47.68357191974238, -122.24979355329278 47.683537322204515, -122.2523855181634 47.68353257702464))",Open,398,79,398-79,WARREN G. MAGNUSON PARK,1300.51839749,Flat,NE,0,1,1300.51839749,10/27/2016 12:00:00 AM +0000,-,dog park,1300.52099853,02/08/2017 12:00:00 AM +0000,TRAIL-7823,0
Soil,Worn,3,"MULTILINESTRING ((-122.39342546893747 47.531118672203874, -122.39371976864436 47.53131963573001, -122.39393898380759 47.531438572244134, -122.39414817548435 47.531512152126226, -122.39427047023024 47.53159874388089, -122.3944838920801 47.53201533082697, -122.39459705894174 47.532088402196926, -122.39465488037463 47.532209880766615, -122.3948436387423 47.53232488267719))",Closed,460,105,460-105,LINCOLN PARK,578.09662734,Gradual,SW,3,1,578.09662734,10/28/2016 12:00:00 AM +0000,-,exposed tree roots; tree canopy high in spots,583.32448273,02/23/2017 12:00:00 AM +0000,TRAIL-4325,0
Stairs,Good,3,"MULTILINESTRING ((-122.28967699013252 47.601460408206805, -122.28974979539197 47.60149080562093, -122.28989459918647 47.601505040233384, -122.28995269403559 47.60155164590136))",High,367,5,367-5,LESCHI PARK,79.4437513,Steep,CE,9,1,79.4437513,11/07/2016 12:00:00 AM +0000,-,-,79.44391018,02/08/2017 12:00:00 AM +0000,TRAIL-4101,0
Gravel,Good,8,"MULTILINESTRING ((-122.25421113024464 47.68026331487816, -122.25412463945484 47.68032977278173, -122.25402935800648 47.68039038404951, -122.25393377227927 47.68042130811658, -122.25388131412258 47.680451695328664, -122.25382057287861 47.68047623140399, -122.25377740961984 47.680512455265266, -122.2537344269685 47.680536769907924, -122.25369174947846 47.68059076984048, -122.25363179993855 47.680662849975484, -122.25356264629356 47.68076454589589))",Open,398,40,398-40,WARREN G. MAGNUSON PARK,274.41893697,Flat,NE,0,1,274.41893697,10/27/2016 12:00:00 AM +0000,-,-,249.16154993,02/23/2017 12:00:00 AM +0000,TRAIL-7819,0
Gravel,Worn,8,"MULTILINESTRING ((-122.25360134126555 47.680829717328336, -122.25359415489521 47.68088246339994, -122.25358664450077 47.68094202159317, -122.25354463525707 47.68100196840803, -122.25349268495249 47.68103234820083, -122.25339626503668 47.68105137344649, -122.25325538064939 47.681059085349524, -122.25310570976835 47.68106095038748, -122.25295605947349 47.68104499143401))",Open,398,28,398-28,WARREN G. MAGNUSON PARK,216.00218483,Flat,NE,0,1,216.00218483,10/27/2016 12:00:00 AM +0000,-,-,216.00261683,02/08/2017 12:00:00 AM +0000,TRAIL-7819,0
Boardwalk,Worn,5,"MULTILINESTRING ((-122.39916864780923 47.57364373503855, -122.39914033823258 47.57361849550166), (-122.39953303489109 47.573932778367194, -122.39953317287733 47.573932415717344), (-122.39953303489109 47.573932778367194, -122.39953104136065 47.573928952737035, -122.39952900849634 47.57392868116302, -122.39952904858589 47.57390636813886, -122.39948283067639 47.573892017902295, -122.39938913451634 47.57384191918616, -122.39937415212164 47.57378162942866), (-122.39953319283902 47.57393307936487, -122.39953303489109 47.573932778367194), (-122.39979910584977 47.57432022469442, -122.39977407550111 47.57429636243599, -122.39973998975876 47.57429139017382, -122.39971199894035 47.57425330154902, -122.39967637516422 47.57423268710325, -122.3995891163564 47.57419256935513, -122.39958291327302 47.57417157571141, -122.3995050236132 47.57400692525552, -122.39953303489109 47.573932778367194))",Low,465,9,465-9,SCHMITZ PRESERVE PARK,257.46339918,Gradual,SW,4,1,257.46339918,11/07/2016 12:00:00 AM +0000,-,1/2 gravel with storm water erosion,257.4639141,02/08/2017 12:00:00 AM +0000,TRAIL-6702,0
Grass,Good,1,"MULTILINESTRING ((-122.25224906969808 47.67888715261261, -122.25220995021678 47.67888740048105, -122.25211189968559 47.678909850831424, -122.25204311650182 47.67890486717825, -122.25194081727244 47.67890870113429, -122.25187811685763 47.67890666786139, -122.25177494770142 47.67886457684255, -122.25175036708494 47.678835234229275, -122.25171449971134 47.678769617698094, -122.25168083363405 47.678710467879, -122.25163751720258 47.678670750530756, -122.25164443391505 47.67862216764951, -122.25165318321011 47.67857791775985, -122.25158661697643 47.67852578402879, -122.25154383384726 47.678498034423086, -122.25139044842857 47.678500282679515, -122.25122060493918 47.67851597837202))",Open,398,230,398-230,WARREN G. MAGNUSON PARK,355.3317045,Flat,NE,0,2,355.3317045,10/27/2016 12:00:00 AM +0000,-,-,355.33241516,02/08/2017 12:00:00 AM +0000,TRAIL-7817,0
Concrete,Good,8,"MULTILINESTRING ((-122.2556457588392 47.68173457413638, -122.25580524543639 47.68175115345683, -122.25592958340603 47.68169919722493, -122.25607877884205 47.68162039711171, -122.25616275582327 47.68159593222987, -122.25668082746797 47.68150153428979, -122.25709630388187 47.68142972093134, -122.25801712771428 47.68126246005384))",Open,398,50,398-50,WARREN G. MAGNUSON PARK,617.66331578,Flat,NE,5,1,617.66331578,10/27/2016 12:00:00 AM +0000,-,-,617.66455112,02/08/2017 12:00:00 AM +0000,TRAIL-7801,0
